filepath,label,duration_s,segment_index,fc_tr,p_tr_lslrt
./recordings/H1/181021_2111.wav,1,5,2,100.28939070569288,0.38299556617903713
./recordings/H1/181021_2111.wav,1,5,3,99.9244041889776,0.7448888107404267
./recordings/H1/181021_2111.wav,1,5,4,100.02356239164645,0.739057429018381
./recordings/H1/181021_2111.wav,1,5,5,99.8685800906175,0.6701770776450744
./recordings/H1/181121_2105.wav,1,5,1,100.0459088309772,0.7774451831094378
./recordings/H1/181121_2105.wav,1,5,2,100.12380633387366,0.7649532621079698
./recordings/H1/181121_2105.wav,1,5,3,100.05304871914521,0.7044348861473305
./recordings/H1/181121_2105.wav,1,5,4,100.04910304381909,0.7838532188961616
./recordings/H1/181121_2105.wav,1,5,5,100.05854485438893,0.7777789126192537
./recordings/H1/181121_2128.wav,1,5,1,100.00323531253979,0.7900098712468655
./recordings/H1/181121_2128.wav,1,5,2,100.09940096891373,0.7670020341636189
./recordings/H1/181121_2128.wav,1,5,3,100.1089813094101,0.7487554991759681
./recordings/H1/181121_2128.wav,1,5,4,100.06768517504587,0.7830107359839695
./recordings/H1/181121_2128.wav,1,5,5,100.00765077807891,0.7846211060550262
./recordings/H1/181122_0016.wav,1,5,1,100.02685674861,0.7372528500055029
./recordings/H1/181122_0016.wav,1,5,2,100.0230960541382,0.7424433463129733
./recordings/H1/181122_0016.wav,1,5,3,99.98472542483026,0.8134167434709569
./recordings/H1/181122_0016.wav,1,5,4,99.9429684827081,0.7771291971532406
./recordings/H1/181122_0016.wav,1,5,5,100.08523765334365,0.3980608630210941
./recordings/H1/181122_1041.wav,1,5,1,100.0607898428609,0.7882642458935128
./recordings/H1/181122_1041.wav,1,5,2,99.99220349731276,0.751751996442669
./recordings/H1/181122_1041.wav,1,5,3,100.05048036817564,0.7876720313879632
./recordings/H1/181122_1041.wav,1,5,4,100.06381817871898,0.7022953269512915
./recordings/H1/181122_1041.wav,1,5,5,99.98706783232754,0.807312792317419
./recordings/H1/181122_1123.wav,1,5,1,99.99241631571005,0.7667693727689915
./recordings/H1/181122_1123.wav,1,5,2,100.04726643334791,0.7351541454283146
./recordings/H1/181122_1123.wav,1,5,3,99.9826340964115,0.7893832521511805
./recordings/H1/181122_1123.wav,1,5,4,100.03922496410472,0.8015190970996797
./recordings/H1/181122_1123.wav,1,5,5,99.99072211950882,0.7909066339706955
./recordings/H1/181122_1251.wav,1,5,1,100.01916529200429,0.7991670465418396
./recordings/H1/181122_1251.wav,1,5,2,99.95627039824252,0.8020055651999126
./recordings/H1/181122_1251.wav,1,5,3,100.0506310035543,0.7884437136340333
./recordings/H1/181122_1251.wav,1,5,4,99.94466105674046,0.7578049313871127
./recordings/H1/181122_1251.wav,1,5,5,100.1095354938154,0.7581365541776095
./recordings/H1/181122_1302.wav,1,5,1,100.0053171363399,0.7791093434371535
./recordings/H1/181122_1302.wav,1,5,2,99.9229257857699,0.7833282371375858
./recordings/H1/181122_1302.wav,1,5,3,100.0523701628038,0.7681942921878641
./recordings/H1/181122_1302.wav,1,5,4,99.87135973093655,0.7959606721551429
./recordings/H1/181122_1302.wav,1,5,5,100.00164172939672,0.7987989897268988
./recordings/H1/190121_0929.wav,1,5,1,99.99354162727604,0.7604102200567365
./recordings/H1/190121_0929.wav,1,5,2,100.13592268369784,0.7326233523463588
./recordings/H1/190121_0929.wav,1,5,3,99.99806800379966,0.7462045052117106
./recordings/H1/190121_0929.wav,1,5,4,100.12749711784927,0.7598054896388029
./recordings/H1/190121_0929.wav,1,5,5,99.98356148136043,0.4889166399317264
./recordings/H1/190121_1007.wav,1,5,1,99.83901839836047,0.6658494269272343
./recordings/H1/190121_1007.wav,1,5,2,99.95569022717754,0.5198920492808528
./recordings/H1/190121_1007.wav,1,5,3,99.97505061295769,0.7822648595393572
./recordings/H1/190121_1007.wav,1,5,4,99.94831772316324,0.5092515112383079
./recordings/H1/190121_1007.wav,1,5,5,99.98068725204307,0.6035104067951107
./recordings/H1/190330_2027.wav,1,5,1,99.82685769835895,0.40875560633037367
./recordings/H1/190330_2027.wav,1,5,2,99.94237786959064,0.671235697741722
./recordings/H1/190330_2027.wav,1,5,3,100.13964533335738,0.41864778218388654
./recordings/H1/190330_2027.wav,1,5,4,99.96339190876476,0.7299351936045195
./recordings/H1/190330_2027.wav,1,5,5,100.14244236043474,0.42675622079600073
./recordings/H1/190410_0933.wav,1,5,1,100.07260646727562,0.6618128152922255
./recordings/H1/190410_0933.wav,1,5,2,100.04027552304372,0.7741301212535237
./recordings/H1/190410_0933.wav,1,5,3,99.97809208993733,0.7882505352101088
./recordings/H1/190410_0933.wav,1,5,4,100.05053780273022,0.7698491452198101
./recordings/H1/190410_0933.wav,1,5,5,100.07539502087575,0.4835829953476635
./recordings/H1/190410_1606.wav,1,5,1,99.71575926925466,0.3049673471649202
./recordings/H1/190410_1606.wav,1,5,2,99.96578803857939,0.6762726364701915
./recordings/H1/190410_1606.wav,1,5,3,100.00744101169967,0.7229748488494486
./recordings/H1/190410_1606.wav,1,5,4,99.97981275878945,0.6822830885803318
./recordings/H1/190410_1606.wav,1,5,5,99.91322357495953,0.7510480921753764
./recordings/H1/190410_1633.wav,1,5,1,100.11780190132329,0.7423586986328737
./recordings/H1/190410_1633.wav,1,5,2,100.07764493038007,0.7059952636527631
./recordings/H1/190410_1633.wav,1,5,3,99.9884999095456,0.7116933519734189
./recordings/H1/190410_1633.wav,1,5,4,99.94606469758548,0.774885577948644
./recordings/H1/190410_1633.wav,1,5,5,99.96405569896604,0.6820717411523952
./recordings/H1/190703_1700.wav,1,5,1,100.05079461581771,0.5129819469688437
./recordings/H1/190703_1700.wav,1,5,2,99.9561753150968,0.7573848020418503
./recordings/H1/190703_1700.wav,1,5,3,99.83906770208122,0.5217646520273495
./recordings/H1/190703_1700.wav,1,5,4,99.97285507236222,0.6900361725986667
./recordings/H1/190703_1700.wav,1,5,5,99.90355729203179,0.6584458898563006
./recordings/H1/190704_1013.wav,1,5,1,100.00032632835436,0.7894371684443408
./recordings/H1/190704_1013.wav,1,5,2,99.93000155905956,0.7300537589624386
./recordings/H1/190704_1013.wav,1,5,3,100.07853849920124,0.7496032924599532
./recordings/H1/190704_1013.wav,1,5,4,99.90645259955681,0.8126985573401914
./recordings/H1/190704_1013.wav,1,5,5,99.96908577157409,0.8103810241267041
./recordings/H1/190704_1046.wav,1,5,1,100.1307513632415,0.7510846757068014
./recordings/H1/190704_1046.wav,1,5,2,99.97729184770036,0.7413006965823842
./recordings/H1/190704_1046.wav,1,5,3,100.04968415768812,0.6565039982164778
./recordings/H1/190704_1046.wav,1,5,4,99.96569742524763,0.5651732465911278
./recordings/H1/190704_1046.wav,1,5,5,99.92758305917285,0.5160405398102362
./recordings/H1/190720_0913.wav,1,5,1,99.89975469750101,0.7627451254869771
./recordings/H1/190720_0913.wav,1,5,2,100.0548422417969,0.7262326309588691
./recordings/H1/190720_0913.wav,1,5,3,100.02389105668969,0.711294311927168
./recordings/H1/190720_0913.wav,1,5,4,100.08514003896667,0.6588674971751035
./recordings/H1/190720_0913.wav,1,5,5,99.9794540972926,0.7440369542026021
./recordings/H1/190720_0945.wav,1,5,1,100.00905735968978,0.7538184289855147
./recordings/H1/190720_0945.wav,1,5,2,99.97186716850949,0.7701793522741929
./recordings/H1/190720_0945.wav,1,5,3,99.99058509297457,0.7923819421633259
./recordings/H1/190720_0945.wav,1,5,4,100.09343560336947,0.7945347099186643
./recordings/H1/190720_0945.wav,1,5,5,99.88809200736412,0.5995791114111299
./recordings/H1/190720_1001.wav,1,5,1,99.90186424988934,0.7113943874205894
./recordings/H1/190720_1001.wav,1,5,2,99.98126503479968,0.753951741712015
./recordings/H1/190720_1001.wav,1,5,3,100.05001683773088,0.7388535160756621
./recordings/H1/190720_1001.wav,1,5,4,100.03365793480343,0.8082885201180987
./recordings/H1/190720_1001.wav,1,5,5,99.99079939717934,0.605773172512756
./recordings/H1/190720_1246.wav,1,5,1,100.02725358671367,0.8238241101107313
./recordings/H1/190720_1246.wav,1,5,2,99.93902636593933,0.7791286688179402
./recordings/H1/190720_1246.wav,1,5,3,99.99796290397845,0.6594029934740392
./recordings/H1/190720_1246.wav,1,5,4,99.94922235269604,0.7568126072626578
./recordings/H1/190720_1246.wav,1,5,5,100.0799247350377,0.7391511937251277
./recordings/H1/190720_1301.wav,1,5,1,99.51637954176978,0.510722646710956
./recordings/H1/190720_1301.wav,1,5,2,99.9390763158572,0.7559061388975931
./recordings/H1/190720_1301.wav,1,5,3,100.04250871492853,0.7137412833171476
./recordings/H1/190720_1301.wav,1,5,4,100.03751007145291,0.7764244126227576
./recordings/H1/190720_1301.wav,1,5,5,99.88073449050644,0.7815649560288036
./recordings/H1/190720_1311.wav,1,5,1,100.0003952819564,0.8056161182001541
./recordings/H1/190720_1311.wav,1,5,2,100.06079425727378,0.7806385673924591
./recordings/H1/190720_1311.wav,1,5,3,100.00705521776969,0.7862510493723049
./recordings/H1/190720_1311.wav,1,5,4,99.94725064707838,0.7388995647134458
./recordings/H1/190720_1311.wav,1,5,5,100.02267604657135,0.7511687104329697
./recordings/H1/190720_1321.wav,1,5,1,100.036424462231,0.6963255411736506
./recordings/H1/190720_1321.wav,1,5,2,100.08533954186682,0.7881280920965823
./recordings/H1/190720_1321.wav,1,5,3,100.08326700898007,0.8013109360431128
./recordings/H1/190720_1321.wav,1,5,4,99.94024994848579,0.6121738741091
./recordings/H1/190720_1321.wav,1,5,5,100.02768474119027,0.7493274378550486
./recordings/H1/190720_1342.wav,1,5,1,100.12745761137228,0.707284828498274
./recordings/H1/190720_1342.wav,1,5,2,99.95132925832108,0.7245504440763477
./recordings/H1/190720_1342.wav,1,5,3,100.04396651617787,0.7264941440143301
./recordings/H1/190720_1342.wav,1,5,4,99.96629084425912,0.6255737962926405
./recordings/H1/190720_1342.wav,1,5,5,99.94215034322859,0.6318135810448973
./recordings/H1/190720_1503.wav,1,5,1,100.0091992362626,0.7455233580842365
./recordings/H1/190720_1503.wav,1,5,2,100.08932471274788,0.7834043445389074
./recordings/H1/190720_1503.wav,1,5,3,100.12044647051883,0.779486893502656
./recordings/H1/190720_1503.wav,1,5,4,99.96817209472708,0.8010605654519446
./recordings/H1/190720_1503.wav,1,5,5,99.91557602336857,0.3759770897282289
./recordings/H1/190720_1513.wav,1,5,1,99.95444721613457,0.7153789868526943
./recordings/H1/190720_1513.wav,1,5,2,100.00565042322997,0.7434000678120394
./recordings/H1/190720_1513.wav,1,5,3,100.11076487017404,0.7418930612041754
./recordings/H1/190720_1513.wav,1,5,4,99.9849336677211,0.8028506713888156
./recordings/H1/190720_1513.wav,1,5,5,99.91496400780267,0.6132630417871465
./recordings/H1/190720_1533.wav,1,5,1,100.0001998830813,0.5799370083685031
./recordings/H1/190720_1533.wav,1,5,2,100.01377989767948,0.6766425139805439
./recordings/H1/190720_1533.wav,1,5,3,100.07284293342828,0.7638244523283013
./recordings/H1/190720_1533.wav,1,5,4,100.05921653183806,0.774536418855727
./recordings/H1/190720_1533.wav,1,5,5,99.93685962641626,0.7379336875521794
./recordings/H1/190722_1030.wav,1,5,1,99.9315806333585,0.748424904642076
./recordings/H1/190722_1030.wav,1,5,2,99.84143029331467,0.7800257170520492
./recordings/H1/190722_1030.wav,1,5,3,99.81888100046484,0.7608969388359755
./recordings/H1/190722_1030.wav,1,5,4,100.05891668920908,0.7052505425097312
./recordings/H1/190722_1030.wav,1,5,5,99.98995722922848,0.7920503372766434
./recordings/H1/190722_1042.wav,1,5,1,100.05645968508216,0.7429434455768152
./recordings/H1/190722_1042.wav,1,5,2,99.98101007856361,0.7644385407606765
./recordings/H1/190722_1042.wav,1,5,3,99.98350747351242,0.7184728897225652
./recordings/H1/190722_1042.wav,1,5,4,100.0366019265074,0.7349149653664612
./recordings/H1/190722_1042.wav,1,5,5,100.08009088244839,0.6995924223538214
./recordings/H1/190722_1052.wav,1,5,1,100.07953387506195,0.7168990474081126
./recordings/H1/190722_1052.wav,1,5,2,99.87330420117975,0.7547319567477809
./recordings/H1/190722_1052.wav,1,5,3,99.89436635896381,0.7725572901246552
./recordings/H1/190722_1052.wav,1,5,4,99.99621094836601,0.7284671668376683
./recordings/H1/190722_1052.wav,1,5,5,99.95686597551361,0.7081824819238818
./recordings/H1/190722_1122.wav,1,5,1,100.1427226476802,0.6022032909375179
./recordings/H1/190722_1122.wav,1,5,2,99.88707502426804,0.535591858827263
./recordings/H1/190722_1122.wav,1,5,3,99.96982819063807,0.7497004208595481
./recordings/H1/190722_1122.wav,1,5,4,99.92603359786453,0.6623817361315186
./recordings/H1/190722_1122.wav,1,5,5,100.01349408923419,0.6032520457028191
./recordings/H1/190729_0936.wav,1,5,1,100.15679367981944,0.6997042370146572
./recordings/H1/190729_0936.wav,1,5,2,100.00034933162605,0.6591254392848933
./recordings/H1/190729_0936.wav,1,5,3,100.03387607130507,0.7575623704332188
./recordings/H1/190729_0936.wav,1,5,4,100.05239775874753,0.6442019820245459
./recordings/H1/190729_0936.wav,1,5,5,100.11234307267621,0.7848154532304319
./recordings/H1/190729_1011.wav,1,5,1,100.08800321300072,0.6021322441372421
./recordings/H1/190729_1011.wav,1,5,2,100.08162077211676,0.7505636311691116
./recordings/H1/190729_1011.wav,1,5,3,99.85926792222239,0.5246993640580074
./recordings/H1/190729_1011.wav,1,5,4,100.16246505556039,0.4950045439096858
./recordings/H1/190729_1011.wav,1,5,5,99.8633470248052,0.750232314600906
./recordings/H1/190729_1032.wav,1,5,1,100.02047523614539,0.6605055753541087
./recordings/H1/190729_1032.wav,1,5,2,99.91428914289084,0.6947881456755487
./recordings/H1/190729_1032.wav,1,5,3,99.69848411472258,0.40291711816838055
./recordings/H1/190729_1032.wav,1,5,4,99.92305192388547,0.7425164659197327
./recordings/H1/190729_1032.wav,1,5,5,100.00417361394483,0.6160235934257076
./recordings/H1/190915_1530.wav,1,5,1,100.06261149351567,0.7959181146898275
./recordings/H1/190915_1530.wav,1,5,2,99.94570531502511,0.7927716228019175
./recordings/H1/190915_1530.wav,1,5,3,100.1067493971058,0.7942415806806477
./recordings/H1/190915_1530.wav,1,5,4,100.04665231996718,0.7955306507964025
./recordings/H1/190915_1530.wav,1,5,5,99.93119907019309,0.7947417210736992
./recordings/H0/1.wav,0,5,1,99.74440352807332,0.3739379741027554
./recordings/H0/1.wav,0,5,2,99.82497050514272,0.5535180453125246
./recordings/H0/1.wav,0,5,3,100.03678394727139,0.35263304533525575
./recordings/H0/1.wav,0,5,4,99.90442055270634,0.6128261113385558
./recordings/H0/1.wav,0,5,5,99.80087376296245,0.37335504045068435
./recordings/H0/10.wav,0,5,1,100.21207776572962,0.3955180904116501
./recordings/H0/10.wav,0,5,2,99.85938552829248,0.6737786664869648
./recordings/H0/10.wav,0,5,3,100.19518165817145,0.41958106728154965
./recordings/H0/10.wav,0,5,4,100.09416615754029,0.5052466063461786
./recordings/H0/10.wav,0,5,5,99.91042317982243,0.39467456997910066
./recordings/H0/11.wav,0,5,1,99.88964056791538,0.5175679809989112
./recordings/H0/11.wav,0,5,2,100.07599991822397,0.4706081956460316
./recordings/H0/11.wav,0,5,3,99.89924748236278,0.5123667072209951
./recordings/H0/11.wav,0,5,4,99.90707099678707,0.29343386937497773
./recordings/H0/11.wav,0,5,5,99.95456745544024,0.37934670432813183
./recordings/H0/12.wav,0,5,1,99.59362734925014,0.3224985770818972
./recordings/H0/12.wav,0,5,2,99.84237837613449,0.6093162385376968
./recordings/H0/12.wav,0,5,3,100.01888818444814,0.40968465452401354
./recordings/H0/12.wav,0,5,4,100.12232373149013,0.7076228662272105
./recordings/H0/12.wav,0,5,5,100.02756506317613,0.38799276744538863
./recordings/H0/13.wav,0,5,1,100.01611368778175,0.24274453949451455
./recordings/H0/13.wav,0,5,2,99.98976154028094,0.33432877430316044
./recordings/H0/13.wav,0,5,3,99.60862439244163,0.3374331689610439
./recordings/H0/13.wav,0,5,4,99.76905531225412,0.28182955022554296
./recordings/H0/13.wav,0,5,5,99.98253354428137,0.493737957767678
./recordings/H0/14.wav,0,5,1,100.18871336375084,0.5637350695817757
./recordings/H0/14.wav,0,5,2,99.77493867109054,0.36696171951252243
./recordings/H0/14.wav,0,5,3,99.9019791691181,0.5025858645960518
./recordings/H0/14.wav,0,5,4,99.70146645090642,0.3536941036210861
./recordings/H0/14.wav,0,5,5,100.15241565913506,0.7171036061467431
./recordings/H0/15.wav,0,5,1,100.10232432983157,0.5371200850788337
./recordings/H0/15.wav,0,5,2,100.01237579027514,0.30152830598993047
./recordings/H0/15.wav,0,5,3,100.38878563452984,0.4085498718131283
./recordings/H0/15.wav,0,5,4,99.94211201552262,0.3375793409057663
./recordings/H0/15.wav,0,5,5,100.13540609598203,0.47208434318165754
./recordings/H0/16.wav,0,5,1,100.177987478411,0.647522279808698
./recordings/H0/16.wav,0,5,2,100.04304526185608,0.4270617411357816
./recordings/H0/16.wav,0,5,3,99.87510449393959,0.6072619247880118
./recordings/H0/16.wav,0,5,4,99.8266419168134,0.29371299465881745
./recordings/H0/16.wav,0,5,5,100.11636668389265,0.3885423677947902
./recordings/H0/17.wav,0,5,1,99.84852901886099,0.37583196148924913
./recordings/H0/17.wav,0,5,2,100.4069005237356,0.3567688894304126
./recordings/H0/17.wav,0,5,3,99.8419209213386,0.6844878928652547
./recordings/H0/17.wav,0,5,4,99.91809716359268,0.4729102537000953
./recordings/H0/17.wav,0,5,5,100.45548929524215,0.28039655009591
./recordings/H0/18.wav,0,5,1,99.61053828182413,0.5795015740968595
./recordings/H0/18.wav,0,5,2,100.0908413572356,0.3946146801440203
./recordings/H0/18.wav,0,5,3,99.80457430196441,0.17214433915936755
./recordings/H0/18.wav,0,5,4,100.34467840837331,0.31025660046969233
./recordings/H0/18.wav,0,5,5,100.05797966779242,0.3307256905553227
./recordings/H0/181004_1109.wav,0,5,1,99.7858544764413,0.5180587778605922
./recordings/H0/181004_1109.wav,0,5,2,100.05790207332957,0.616484413174029
./recordings/H0/181004_1109.wav,0,5,3,99.92563903126872,0.6232311385082523
./recordings/H0/181004_1109.wav,0,5,4,99.79124625164137,0.45845075980251615
./recordings/H0/181004_1109.wav,0,5,5,99.73356673812982,0.4840181052905927
./recordings/H0/181005_1637.wav,0,5,1,100.07154596437067,0.4493937548609398
./recordings/H0/181005_1637.wav,0,5,2,99.6958245421907,0.33454922820325045
./recordings/H0/181005_1637.wav,0,5,3,100.29191007715012,0.3509281468750074
./recordings/H0/181005_1637.wav,0,5,4,99.71785511798433,0.587314403968478
./recordings/H0/181005_1637.wav,0,5,5,99.98290909795277,0.5711460914319207
./recordings/H0/181020_2123.wav,0,5,1,100.0775468702736,0.5003624800408419
./recordings/H0/181020_2123.wav,0,5,2,100.30814176523049,0.3041957041213168
./recordings/H0/181020_2123.wav,0,5,3,100.25262392811815,0.28617154167340614
./recordings/H0/181020_2123.wav,0,5,4,100.04412795137698,0.3787618715251404
./recordings/H0/181020_2123.wav,0,5,5,99.7522838548338,0.7272282783196143
./recordings/H0/181021_2018.wav,0,5,1,99.59758555788672,0.40383777039483354
./recordings/H0/181021_2018.wav,0,5,2,100.19928870456684,0.32144403886019063
./recordings/H0/181021_2018.wav,0,5,3,100.2026470346922,0.4997290932863548
./recordings/H0/181021_2018.wav,0,5,4,99.76723828981892,0.6843916860798993
./recordings/H0/181021_2018.wav,0,5,5,99.85458380225204,0.46941844854918413
./recordings/H0/181021_2029.wav,0,5,1,100.2202760853749,0.4920569113212095
./recordings/H0/181021_2029.wav,0,5,2,99.9025936826091,0.626226731593532
./recordings/H0/181021_2029.wav,0,5,3,99.98985768781237,0.42368342930221564
./recordings/H0/181021_2029.wav,0,5,4,99.99217571675409,0.5957071803579772
./recordings/H0/181021_2029.wav,0,5,5,99.96785452154538,0.5975975579771204
./recordings/H0/181021_2122.wav,0,5,1,99.8811672511707,0.5841033861042751
./recordings/H0/181021_2122.wav,0,5,2,99.70706688436393,0.5079461119197494
./recordings/H0/181021_2122.wav,0,5,3,100.16781320153883,0.4989506530527405
./recordings/H0/181021_2122.wav,0,5,4,100.16632724934057,0.32350571856062016
./recordings/H0/181021_2122.wav,0,5,5,100.0975127574593,0.36352774188127196
./recordings/H0/19.wav,0,5,1,100.07976744090604,0.5995945360554878
./recordings/H0/19.wav,0,5,2,99.8784462377871,0.6483692716552345
./recordings/H0/19.wav,0,5,3,99.97821225342209,0.43203631909424256
./recordings/H0/19.wav,0,5,4,100.0271360500618,0.1590669877954096
./recordings/H0/19.wav,0,5,5,99.81587543981297,0.4749135549640806
./recordings/H0/190119_1126.wav,0,5,1,99.82973853759627,0.35479558364097874
./recordings/H0/190119_1126.wav,0,5,2,100.07937568152894,0.7609258586459096
./recordings/H0/190119_1126.wav,0,5,3,99.96450656150304,0.7056254236882491
./recordings/H0/190119_1126.wav,0,5,4,100.31276100373552,0.542482701431123
./recordings/H0/190119_1126.wav,0,5,5,99.89541227811694,0.6585488250298143
./recordings/H0/190128_0904.wav,0,5,1,100.23271756405134,0.41967447258454305
./recordings/H0/190128_0904.wav,0,5,2,99.81965288060933,0.522863482624762
./recordings/H0/190128_0904.wav,0,5,3,99.99323393943445,0.33169659557964976
./recordings/H0/190128_0904.wav,0,5,4,100.0291980201185,0.394374348721437
./recordings/H0/190128_0904.wav,0,5,5,100.04526721657577,0.46168579126870096
./recordings/H0/190128_1203.wav,0,5,1,99.80493210529878,0.4848007507209166
./recordings/H0/190128_1203.wav,0,5,2,99.88736783517753,0.46273469673871764
./recordings/H0/190128_1203.wav,0,5,3,100.16261493139513,0.557842489160383
./recordings/H0/190128_1203.wav,0,5,4,99.97934235382091,0.4184574913841174
./recordings/H0/190128_1203.wav,0,5,5,100.00934532698798,0.4383234493790469
./recordings/H0/190210_0832.wav,0,5,1,100.14700308875848,0.7040408914522782
./recordings/H0/190210_0832.wav,0,5,2,99.76377063379661,0.29027568020041417
./recordings/H0/190210_0832.wav,0,5,3,99.79120737895187,0.43574560907981386
./recordings/H0/190210_0832.wav,0,5,4,99.95792902131245,0.329980659645643
